Problem:                                baa99-256
First Stage Rows:                       1
First Stage Columns:                    256
First Stage Non-zeros:                  0
Replication No. 0
Status:                                 REPLICATION SOLUTION
Total Objective Function Upper Bound:   
Total Objective Function Lower Bound:   -6132432.891300

First Stage Solutions:
   No.   Row name   Activity      Lower bound   Upper bound   Dual          Dual STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     0 obj           5.142913e+25 

   No. Column name  Activity      Lower bound   Upper bound   Reduced Cost  RC STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     1 x1            2.170000e+02  0.000000e+00  2.170000e+02 -1.918608e+00 
   245 x245          8.871945e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   246 x246          8.154830e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   247 x247          8.550935e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   248 x248          9.048667e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   249 x249          9.402280e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   250 x250          8.673416e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   251 x251          9.760188e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   252 x252          7.903467e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   253 x253          8.544553e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   254 x254          9.244713e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   255 x255          9.229366e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   256 x256          9.239514e+01  0.000000e+00  2.170000e+02  0.000000e+00 


Problem:                                baa99-256
First Stage Rows:                       1
First Stage Columns:                    256
First Stage Non-zeros:                  0
Replication No. 22
Status:                                 REPLICATION SOLUTION
Total Objective Function Upper Bound:   
Total Objective Function Lower Bound:   -6141116.242577

First Stage Solutions:
   No.   Row name   Activity      Lower bound   Upper bound   Dual          Dual STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     0 obj           0.000000e+00 

   No. Column name  Activity      Lower bound   Upper bound   Reduced Cost  RC STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     1 x1            2.084185e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     2 x2            1.907915e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     3 x3            1.931538e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     4 x4            1.967304e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     5 x5            1.908246e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     6 x6            1.211986e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     7 x7            1.081258e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     8 x8            6.755753e+01  0.000000e+00  2.170000e+02  0.000000e+00 
     9 x9            7.278435e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    10 x10           7.023192e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    11 x11           8.368159e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    12 x12           9.738903e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    13 x13           9.117746e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    14 x14           9.284150e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    15 x15           1.021034e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    16 x16           1.071308e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    17 x17           1.212676e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    18 x18           1.323798e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    19 x19           1.456700e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    20 x20           1.599396e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    21 x21           6.040872e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    22 x22           7.473564e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    23 x23           8.911174e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    24 x24           1.035862e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    25 x25           1.061792e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    26 x26           8.023075e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    27 x27           9.316130e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    28 x28           1.067150e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    29 x29           1.200459e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    30 x30           1.324101e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    31 x31           9.927910e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    32 x32           1.118796e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    33 x33           1.006593e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    34 x34           9.569898e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    35 x35           1.030146e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    36 x36           1.068169e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    37 x37           1.140922e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    38 x38           1.082651e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    39 x39           1.201041e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    40 x40           6.796705e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    41 x41           8.231578e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    42 x42           9.623822e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    43 x43           1.043466e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    44 x44           1.058008e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    45 x45           1.018082e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    46 x46           1.149719e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    47 x47           1.237892e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    48 x48           1.205076e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    49 x49           8.458937e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    50 x50           9.827578e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    51 x51           1.090199e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    52 x52           1.224482e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    53 x53           1.009572e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    54 x54           9.291114e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    55 x55           1.072123e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    56 x56           1.137280e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    57 x57           9.584885e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    58 x58           1.054274e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    59 x59           1.137946e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    60 x60           9.094152e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    61 x61           9.597215e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    62 x62           1.049548e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    63 x63           1.174790e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    64 x64           8.259439e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    65 x65           9.284418e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    66 x66           8.989718e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    67 x67           9.935895e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    68 x68           9.394032e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    69 x69           1.080953e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    70 x70           9.017974e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    71 x71           9.935849e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    72 x72           1.093321e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    73 x73           1.176466e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    74 x74           1.322752e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    75 x75           9.578144e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    76 x76           1.087375e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    77 x77           1.145224e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    78 x78           6.926661e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    79 x79           8.239121e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    80 x80           9.297072e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    81 x81           1.050421e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    82 x82           1.162303e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    83 x83           1.026225e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    84 x84           1.142520e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    85 x85           7.905089e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    86 x86           8.305425e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    87 x87           9.328962e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    88 x88           9.600478e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    89 x89           9.880940e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    90 x90           9.376304e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    91 x91           1.040913e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    92 x92           1.165176e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    93 x93           1.299717e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    94 x94           1.140427e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    95 x95           1.009501e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    96 x96           1.052335e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    97 x97           1.195443e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    98 x98           8.970976e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    99 x99           9.347608e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   100 x100          9.469491e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   101 x101          8.297662e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   102 x102          9.625879e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   103 x103          9.043656e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   104 x104          9.534689e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   105 x105          1.069604e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   106 x106          1.196624e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   107 x107          1.274648e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   108 x108          8.055418e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   109 x109          9.461840e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   110 x110          9.640777e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   111 x111          1.020476e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   112 x112          1.126263e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   113 x113          1.111935e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   114 x114          7.898042e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   115 x115          8.871912e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   116 x116          9.054617e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   117 x117          9.571339e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   118 x118          9.349776e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   119 x119          1.082626e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   120 x120          1.013255e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   121 x121          1.067011e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   122 x122          1.187884e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   123 x123          1.309143e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   124 x124          1.235066e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   125 x125          1.168666e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   126 x126          1.282981e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   127 x127          1.421802e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   128 x128          5.453788e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   129 x129          6.878193e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   130 x130          8.175976e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   131 x131          6.957173e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   132 x132          8.309016e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   133 x133          9.605966e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   134 x134          1.068005e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   135 x135          1.199671e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   136 x136          1.274529e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   137 x137          8.050491e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   138 x138          8.939125e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   139 x139          9.897539e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   140 x140          9.535678e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   141 x141          1.019664e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   142 x142          8.412587e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   143 x143          9.103912e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   144 x144          9.643248e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   145 x145          8.642526e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   146 x146          9.778798e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   147 x147          1.065606e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   148 x148          1.148620e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   149 x149          1.267857e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   150 x150          1.361140e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   151 x151          1.088638e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   152 x152          7.659562e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   153 x153          7.044106e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   154 x154          7.814626e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   155 x155          8.404697e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   156 x156          9.558259e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   157 x157          1.050779e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   158 x158          9.321353e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   159 x159          1.023678e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   160 x160          1.091578e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   161 x161          1.072415e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   162 x162          1.183097e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   163 x163          1.294422e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   164 x164          5.802042e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   165 x165          6.789935e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   166 x166          7.501057e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   167 x167          8.227853e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   168 x168          9.112760e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   169 x169          9.523334e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   170 x170          1.067564e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   171 x171          1.099814e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   172 x172          1.193862e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   173 x173          1.271814e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   174 x174          1.081052e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   175 x175          9.530659e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   176 x176          1.023401e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   177 x177          8.552161e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   178 x178          9.723223e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   179 x179          1.046814e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   180 x180          1.104757e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   181 x181          1.086207e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   182 x182          1.178935e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   183 x183          7.050827e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   184 x184          7.885437e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   185 x185          9.103571e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   186 x186          9.837957e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   187 x187          1.072391e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   188 x188          1.081147e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   189 x189          1.110876e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   190 x190          8.556765e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   191 x191          9.029675e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   192 x192          9.446042e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   193 x193          9.550138e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   194 x194          1.074228e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   195 x195          1.209295e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   196 x196          6.693155e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   197 x197          8.106651e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   198 x198          9.123111e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   199 x199          8.730446e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   200 x200          9.911278e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   201 x201          1.050613e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   202 x202          9.743001e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   203 x203          8.911005e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   204 x204          9.280533e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   205 x205          9.635245e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   206 x206          8.685120e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   207 x207          9.276349e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   208 x208          8.858721e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   209 x209          1.007198e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   210 x210          1.073458e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   211 x211          1.008731e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   212 x212          1.137008e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   213 x213          1.041437e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   214 x214          1.143620e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   215 x215          1.146931e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   216 x216          1.229164e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   217 x217          1.179833e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   218 x218          1.250034e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   219 x219          9.200489e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   220 x220          1.008752e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   221 x221          1.021762e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   222 x222          1.092799e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   223 x223          1.197714e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   224 x224          1.285887e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   225 x225          5.078330e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   226 x226          5.613025e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   227 x227          6.016459e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   228 x228          6.468615e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   229 x229          6.910796e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   230 x230          7.231693e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   231 x231          7.546799e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   232 x232          8.118365e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   233 x233          8.444838e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   234 x234          8.871211e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   235 x235          9.635272e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   236 x236          9.955646e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   237 x237          1.026362e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   238 x238          1.061312e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   239 x239          1.062689e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   240 x240          9.906809e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   241 x241          9.212312e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   242 x242          8.707323e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   243 x243          9.038490e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   244 x244          9.318322e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   245 x245          9.682157e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   246 x246          8.581659e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   247 x247          8.730413e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   248 x248          9.190350e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   249 x249          9.143115e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   250 x250          9.029003e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   251 x251          8.903812e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   252 x252          9.001027e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   253 x253          9.075258e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   254 x254          8.306657e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   255 x255          8.308190e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   256 x256          8.903534e+01  0.000000e+00  2.170000e+02  0.000000e+00 


Problem:                                baa99-256
First Stage Rows:                       1
First Stage Columns:                    256
First Stage Non-zeros:                  0
Replication No. 23
Status:                                 REPLICATION SOLUTION
Total Objective Function Upper Bound:   
Total Objective Function Lower Bound:   -6154911.451092

First Stage Solutions:
   No.   Row name   Activity      Lower bound   Upper bound   Dual          Dual STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     0 obj           0.000000e+00 

   No. Column name  Activity      Lower bound   Upper bound   Reduced Cost  RC STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     1 x1            2.169474e+02  0.000000e+00  2.170000e+02 -4.719555e+00 
     2 x2            1.688244e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     3 x3            1.626985e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     4 x4            1.576122e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     5 x5            8.205167e+01  0.000000e+00  2.170000e+02  0.000000e+00 
     6 x6            1.043113e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     7 x7            1.099417e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     8 x8            1.246797e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     9 x9            1.248599e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    10 x10           1.298255e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    11 x11           1.112756e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    12 x12           1.131512e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    13 x13           1.137883e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    14 x14           1.196344e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    15 x15           1.126849e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    16 x16           9.058584e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    17 x17           1.078478e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    18 x18           1.072623e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    19 x19           1.301497e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    20 x20           9.708161e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    21 x21           1.171204e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    22 x22           1.050915e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    23 x23           8.982736e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    24 x24           1.083574e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    25 x25           1.311897e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    26 x26           1.426421e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    27 x27           1.360718e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    28 x28           1.658618e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    29 x29           5.862787e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    30 x30           6.835115e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    31 x31           9.605573e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    32 x32           6.807678e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    33 x33           7.358978e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    34 x34           7.900716e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    35 x35           9.749894e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    36 x36           7.910740e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    37 x37           9.928874e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    38 x38           1.256714e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    39 x39           1.375808e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    40 x40           9.686516e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    41 x41           1.118906e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    42 x42           1.177617e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    43 x43           9.709708e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    44 x44           1.211225e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    45 x45           1.043760e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    46 x46           1.259648e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    47 x47           1.215042e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    48 x48           1.493543e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    49 x49           9.544913e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    50 x50           1.195310e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    51 x51           8.974256e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    52 x52           8.561122e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    53 x53           8.940706e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    54 x54           8.471501e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    55 x55           8.542960e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    56 x56           1.042467e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    57 x57           1.200203e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    58 x58           8.348645e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    59 x59           8.676292e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    60 x60           9.595032e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    61 x61           8.603131e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    62 x62           8.760918e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    63 x63           8.608400e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    64 x64           9.627119e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    65 x65           1.148687e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    66 x66           1.237198e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    67 x67           1.328970e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    68 x68           8.089587e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    69 x69           9.604232e+01  0.000000e+00  2.170000e+02  0.000000e+00 
